vacina_dataaplicacao,estab_municipio,1dose,2dose,doseU
2021-02-24,VASSOURAS,3,0,0
2021-02-24,VOLTA REDONDA,332,73,0
2021-02-25,ANGRA DOS REIS,73,8,0
2021-02-25,APERIBE,0,22,0
2021-02-25,ARARUAMA,128,106,0
2021-02-25,AREAL,31,0,0
2021-02-25,ARMACAO DOS BUZIOS,30,4,0
2021-02-25,ARRAIAL DO CABO,112,11,0
2021-02-25,BARRA DO PIRAI,61,2,0
2021-02-25,BARRA MANSA,6,0,0
2021-02-25,BELFORD ROXO,614,69,0
2021-02-25,BOM JARDIM,17,0,0
2021-02-25,BOM JESUS DO ITABAPOANA,17,2,0
2021-02-25,CABO FRIO,12,4,0
2021-02-25,CACHOEIRAS DE MACACU,42,4,0
2021-02-25,CAMBUCI,14,2,0
2021-02-25,CAMPOS DOS GOYTACAZES,465,43,0
2021-02-25,CARAPEBUS,49,34,0
2021-02-25,CARDOSO MOREIRA,67,3,0
2021-02-25,CARMO,19,0,0
2021-02-25,CASIMIRO DE ABREU,88,4,0
2021-02-25,COMENDADOR LEVY GASPARIAN,1,2,0
2021-02-25,CONCEICAO DE MACABU,11,10,0
2021-02-25,CORDEIRO,0,13,0
2021-02-25,DUAS BARRAS,6,22,0
2021-02-25,DUQUE DE CAXIAS,55,476,0
2021-02-25,ENGENHEIRO PAULO DE FRONTIN,1,0,0
2021-02-25,GUAPIMIRIM,2,5,0
2021-02-25,IGUABA GRANDE,41,0,0
2021-02-25,ITABORAI,301,1,0
2021-02-25,ITAGUAI,121,15,0
2021-02-25,ITALVA,23,35,0
2021-02-25,ITAOCARA,14,2,0
2021-02-25,ITAPERUNA,140,0,0
2021-02-25,ITATIAIA,12,76,0
2021-02-25,JAPERI,46,62,0
2021-02-25,LAJE DO MURIAE,2,0,0
2021-02-25,MACAE,6,1,0
2021-02-25,MACUCO,0,22,0
2021-02-25,MAGE,101,163,0
2021-02-25,MANGARATIBA,15,5,0
2021-02-25,MARICA,96,87,0
2021-02-25,MENDES,2,0,0
2021-02-25,MESQUITA,148,30,0
2021-02-25,MIGUEL PEREIRA,40,10,0
2021-02-25,MIRACEMA,61,1,0
2021-02-25,NATIVIDADE,0,5,0
2021-02-25,NILOPOLIS,139,31,0
2021-02-25,NITEROI,136,86,0
2021-02-25,NOVA FRIBURGO,31,47,0
2021-02-25,NOVA IGUACU,1328,186,0
2021-02-25,PARACAMBI,17,8,0
2021-02-25,PARAIBA DO SUL,13,52,0
2021-02-25,PARATY,10,29,0
2021-02-25,PATY DO ALFERES,3,13,0
2021-02-25,PETROPOLIS,527,10,0
2021-02-25,PINHEIRAL,15,65,0
2021-02-25,PIRAI,1,19,0
2021-02-25,PORCIUNCULA,1,0,0
2021-02-25,PORTO REAL,12,3,0
2021-02-25,QUATIS,21,0,0
2021-02-25,QUEIMADOS,120,11,0
2021-02-25,QUISSAMA,38,8,0
2021-02-25,RESENDE,0,4,0
2021-02-25,RIO BONITO,34,2,0
2021-02-25,RIO CLARO,3,0,0
2021-02-25,RIO DAS FLORES,1,2,0
2021-02-25,RIO DAS OSTRAS,433,112,0
2021-02-25,RIO DE JANEIRO,19308,3439,0
2021-02-25,SANTA MARIA MADALENA,38,2,0
2021-02-25,SANTO ANTONIO DE PADUA,46,61,0
2021-02-25,SAO FIDELIS,50,37,0
2021-02-25,SAO FRANCISCO DE ITABAPOANA,24,12,0
2021-02-25,SAO GONCALO,128,294,0
2021-02-25,SAO JOAO DA BARRA,7,47,0
2021-02-25,SAO JOAO DE MERITI,601,380,0
2021-02-25,SAO JOSE DE UBA,14,0,0
2021-02-25,SAO JOSE DO VALE DO RIO PRETO,31,2,0
2021-02-25,SAO PEDRO DA ALDEIA,43,1,0
2021-02-25,SAPUCAIA,10,1,0
2021-02-25,SAQUAREMA,78,24,0
2021-02-25,SEROPEDICA,0,9,0
2021-02-25,SILVA JARDIM,17,8,0
2021-02-25,SUMIDOURO,14,21,0
2021-02-25,TANGUA,124,7,0
2021-02-25,TERESOPOLIS,47,10,0
2021-02-25,TRES RIOS,205,104,0
2021-02-25,VALENCA,397,7,0
2021-02-25,VARRE-SAI,19,0,0
2021-02-25,VASSOURAS,11,32,0
2021-02-25,VOLTA REDONDA,177,54,0
2021-02-26,ANGRA DOS REIS,71,4,0
2021-02-26,APERIBE,1,11,0
2021-02-26,ARARUAMA,111,52,0
2021-02-26,AREAL,0,1,0
2021-02-26,ARMACAO DOS BUZIOS,29,21,0
2021-02-26,ARRAIAL DO CABO,33,23,0
2021-02-26,BARRA DO PIRAI,63,0,0
2021-02-26,BARRA MANSA,351,68,0
2021-02-26,BELFORD ROXO,507,180,0
2021-02-26,BOM JARDIM,40,1,0
2021-02-26,BOM JESUS DO ITABAPOANA,13,4,0
2021-02-26,CABO FRIO,57,1,0
2021-02-26,CACHOEIRAS DE MACACU,16,3,0
2021-02-26,CAMBUCI,21,0,0
2021-02-26,CAMPOS DOS GOYTACAZES,499,0,0
2021-02-26,CANTAGALO,157,0,0
2021-02-26,CARAPEBUS,42,2,0
2021-02-26,CARDOSO MOREIRA,32,0,0
2021-02-26,CASIMIRO DE ABREU,14,6,0
2021-02-26,CONCEICAO DE MACABU,11,14,0
2021-02-26,CORDEIRO,0,32,0
2021-02-26,DUAS BARRAS,1,1,0
2021-02-26,DUQUE DE CAXIAS,439,85,0
2021-02-26,GUAPIMIRIM,4,0,0
2021-02-26,IGUABA GRANDE,45,8,0
2021-02-26,ITABORAI,44,11,0
2021-02-26,ITAGUAI,67,5,0
2021-02-26,ITALVA,107,6,0
2021-02-26,ITAOCARA,63,0,0
2021-02-26,ITAPERUNA,90,0,0
2021-02-26,ITATIAIA,51,15,0
2021-02-26,JAPERI,34,28,0
2021-02-26,LAJE DO MURIAE,21,1,0
2021-02-26,MACAE,13,0,0
2021-02-26,MACUCO,25,14,0
2021-02-26,MAGE,166,96,0
2021-02-26,MANGARATIBA,11,2,0
2021-02-26,MARICA,207,7,0
2021-02-26,MENDES,6,43,0
2021-02-26,MESQUITA,227,33,0
2021-02-26,MIGUEL PEREIRA,0,1,0
2021-02-26,MIRACEMA,4,1,0
2021-02-26,NATIVIDADE,1,0,0
2021-02-26,NILOPOLIS,91,27,0
2021-02-26,NITEROI,961,594,0
2021-02-26,NOVA FRIBURGO,18,11,0
2021-02-26,NOVA IGUACU,1213,135,0
2021-02-26,PARACAMBI,12,34,0
2021-02-26,PARAIBA DO SUL,26,14,0
2021-02-26,PARATY,33,16,0
2021-02-26,PATY DO ALFERES,43,9,0
2021-02-26,PETROPOLIS,359,14,0
2021-02-26,PINHEIRAL,29,17,0
2021-02-26,PIRAI,28,25,0
2021-02-26,PORCIUNCULA,2,0,0
2021-02-26,PORTO REAL,0,2,0
2021-02-26,QUATIS,19,0,0
2021-02-26,QUEIMADOS,125,12,0
2021-02-26,QUISSAMA,37,2,0
2021-02-26,RESENDE,255,8,0
2021-02-26,RIO BONITO,28,159,0
2021-02-26,RIO CLARO,8,0,0
2021-02-26,RIO DAS FLORES,95,0,0
2021-02-26,RIO DAS OSTRAS,250,116,0
2021-02-26,RIO DE JANEIRO,20014,2261,0
2021-02-26,SANTO ANTONIO DE PADUA,69,42,0
2021-02-26,SAO FIDELIS,70,63,0
2021-02-26,SAO FRANCISCO DE ITABAPOANA,26,16,0
2021-02-26,SAO GONCALO,78,142,0
2021-02-26,SAO JOAO DA BARRA,7,1,0
2021-02-26,SAO JOAO DE MERITI,641,389,0
2021-02-26,SAO JOSE DE UBA,0,1,0
2021-02-26,SAO JOSE DO VALE DO RIO PRETO,29,3,0
2021-02-26,SAO PEDRO DA ALDEIA,35,8,0
2021-02-26,SAPUCAIA,14,20,0
2021-02-26,SAQUAREMA,89,5,0
2021-02-26,SEROPEDICA,14,44,0
2021-02-26,SUMIDOURO,9,0,0
2021-02-26,TANGUA,41,25,0
2021-02-26,TERESOPOLIS,956,6,0
2021-02-26,TRES RIOS,79,10,0
2021-02-26,VALENCA,103,13,0
2021-02-26,VARRE-SAI,5,2,0
2021-02-26,VASSOURAS,125,2,0
2021-02-26,VOLTA REDONDA,2715,275,0
2021-02-27,ARARUAMA,1,0,0
2021-02-27,BARRA MANSA,11,342,0
2021-02-27,BELFORD ROXO,9,0,0
2021-02-27,BOM JESUS DO ITABAPOANA,0,1,0
2021-02-27,CABO FRIO,0,1,0
2021-02-27,CACHOEIRAS DE MACACU,1,0,0
2021-02-27,CAMPOS DOS GOYTACAZES,63,0,0
2021-02-27,CONCEICAO DE MACABU,1,0,0
2021-02-27,DUAS BARRAS,1,0,0
2021-02-27,DUQUE DE CAXIAS,363,6,0
2021-02-27,ENGENHEIRO PAULO DE FRONTIN,146,5,0
2021-02-27,ITABORAI,2,0,0
2021-02-27,ITALVA,0,2,0
2021-02-27,ITAPERUNA,2,0,0
2021-02-27,MACAE,1,0,0
2021-02-27,MESQUITA,0,1,0
2021-02-27,MIGUEL PEREIRA,1,0,0
2021-02-27,NILOPOLIS,5,1,0
2021-02-27,NITEROI,0,3,0
2021-02-27,NOVA FRIBURGO,1,0,0
2021-02-27,NOVA IGUACU,513,4,0
2021-02-27,PARATY,2,0,0
2021-02-27,PETROPOLIS,250,2,0
2021-02-27,QUEIMADOS,0,1,0
2021-02-27,RESENDE,218,140,0
2021-02-27,RIO BONITO,675,5,0
2021-02-27,RIO CLARO,0,1,0
2021-02-27,RIO DAS OSTRAS,46,0,0
2021-02-27,RIO DE JANEIRO,26911,292,0
2021-02-27,SAO GONCALO,1359,23,0
2021-02-27,SEROPEDICA,2,0,0
2021-02-27,TERESOPOLIS,5,0,0
2021-02-27,VALENCA,18,0,0
2021-02-27,VARRE-SAI,46,1,0
2021-02-27,VASSOURAS,9,0,0
2021-02-28,ANGRA DOS REIS,3,0,0
2021-02-28,ARARUAMA,4,0,0
2021-02-28,BARRA MANSA,0,1,0
2021-02-28,BELFORD ROXO,3,0,0
2021-02-28,CASIMIRO DE ABREU,1,0,0
2021-02-28,DUQUE DE CAXIAS,20,6,0
2021-02-28,ITAGUAI,0,1,0
2021-02-28,ITAPERUNA,1,0,0
2021-02-28,JAPERI,1,0,0
2021-02-28,MACAE,1,0,0
2021-02-28,NILOPOLIS,1,2,0
2021-02-28,NITEROI,70,8,0
2021-02-28,NOVA IGUACU,2,0,0
2021-02-28,PARATY,1,1,0
2021-02-28,RESENDE,1,0,0
2021-02-28,RIO DE JANEIRO,50,20,1
2021-02-28,SAO GONCALO,35,42,0
2021-02-28,SAO JOAO DA BARRA,3,1,0
2021-02-28,SAO JOAO DE MERITI,0,1,0
2021-02-28,TERESOPOLIS,0,2,0
2021-02-28,VOLTA REDONDA,2,1,0
2021-03-01,ANGRA DOS REIS,20,29,0
2021-03-01,APERIBE,70,0,0
2021-03-01,ARARUAMA,227,3,0
2021-03-01,AREAL,20,1,0
2021-03-01,ARRAIAL DO CABO,7,42,0
2021-03-01,BARRA DO PIRAI,64,0,0
2021-03-01,BARRA MANSA,132,52,0
2021-03-01,BELFORD ROXO,677,103,0
2021-03-01,BOM JARDIM,65,1,0
2021-03-01,BOM JESUS DO ITABAPOANA,95,68,0
2021-03-01,CACHOEIRAS DE MACACU,170,12,0
2021-03-01,CAMBUCI,19,1,0
2021-03-01,CAMPOS DOS GOYTACAZES,215,1,0
2021-03-01,CANTAGALO,21,43,0
2021-03-01,CARAPEBUS,40,26,0
2021-03-01,CARMO,44,41,0
2021-03-01,CASIMIRO DE ABREU,8,2,0
2021-03-01,COMENDADOR LEVY GASPARIAN,82,0,0
2021-03-01,CONCEICAO DE MACABU,47,5,0
2021-03-01,CORDEIRO,53,1,0
2021-03-01,DUQUE DE CAXIAS,42,31,0
2021-03-01,ENGENHEIRO PAULO DE FRONTIN,60,50,0
2021-03-01,GUAPIMIRIM,173,0,0
2021-03-01,IGUABA GRANDE,79,5,0
2021-03-01,ITABORAI,22,13,0
2021-03-01,ITAGUAI,235,58,0
2021-03-01,ITALVA,12,32,0
2021-03-01,ITAOCARA,69,1,0
2021-03-01,ITAPERUNA,96,1,0
2021-03-01,ITATIAIA,33,41,0
2021-03-01,JAPERI,56,24,0
2021-03-01,LAJE DO MURIAE,18,15,0
2021-03-01,MACAE,1,0,0
2021-03-01,MACUCO,31,1,0
2021-03-01,MAGE,931,180,0
2021-03-01,MANGARATIBA,171,6,0
2021-03-01,MARICA,190,0,0
2021-03-01,MESQUITA,992,68,0
2021-03-01,MIGUEL PEREIRA,1,0,0
2021-03-01,MIRACEMA,7,58,0
2021-03-01,NATIVIDADE,38,11,0
2021-03-01,NILOPOLIS,651,58,0
2021-03-01,NITEROI,1422,625,0
2021-03-01,NOVA FRIBURGO,482,2,0
2021-03-01,NOVA IGUACU,1453,162,0
2021-03-01,PARACAMBI,372,13,0
2021-03-01,PARAIBA DO SUL,82,1,0
2021-03-01,PARATY,45,9,0
2021-03-01,PATY DO ALFERES,37,19,0
2021-03-01,PETROPOLIS,362,62,0
2021-03-01,PINHEIRAL,5,1,0
2021-03-01,PIRAI,2,5,0
2021-03-01,PORCIUNCULA,139,15,0
2021-03-01,PORTO REAL,11,0,0
2021-03-01,QUATIS,10,1,0
2021-03-01,QUEIMADOS,136,3,0
2021-03-01,QUISSAMA,35,14,0
2021-03-01,RESENDE,4,28,0
2021-03-01,RIO BONITO,9,11,0
2021-03-01,RIO CLARO,3,6,0
2021-03-01,RIO DAS FLORES,0,27,0
2021-03-01,RIO DAS OSTRAS,43,11,0
2021-03-01,RIO DE JANEIRO,17516,1732,0
2021-03-01,SANTA MARIA MADALENA,5,0,0
2021-03-01,SANTO ANTONIO DE PADUA,7,23,0
2021-03-01,SAO FIDELIS,146,30,0
2021-03-01,SAO FRANCISCO DE ITABAPOANA,49,10,0
2021-03-01,SAO GONCALO,651,99,0
2021-03-01,SAO JOAO DA BARRA,71,7,0
2021-03-01,SAO JOAO DE MERITI,199,1254,0
2021-03-01,SAO JOSE DO VALE DO RIO PRETO,19,4,0
2021-03-01,SAO PEDRO DA ALDEIA,121,3,0
2021-03-01,SAO SEBASTIAO DO ALTO,1,21,0
2021-03-01,SAPUCAIA,1,34,0
2021-03-01,SAQUAREMA,145,10,0
2021-03-01,SEROPEDICA,23,0,0
2021-03-01,SILVA JARDIM,19,5,0
2021-03-01,SUMIDOURO,12,11,0
2021-03-01,TANGUA,53,6,0
2021-03-01,TERESOPOLIS,1429,31,0
2021-03-01,TRAJANO DE MORAES,0,18,0
2021-03-01,TRES RIOS,28,4,0
2021-03-01,VALENCA,137,4,0
2021-03-01,VARRE-SAI,9,0,0
2021-03-01,VASSOURAS,132,34,0
2021-03-01,VOLTA REDONDA,202,283,0
2021-03-02,ANGRA DOS REIS,113,84,0
2021-03-02,APERIBE,47,2,0
2021-03-02,ARARUAMA,138,3,0
2021-03-02,ARMACAO DOS BUZIOS,50,36,0
2021-03-02,ARRAIAL DO CABO,160,13,0
2021-03-02,BARRA DO PIRAI,34,1,0
2021-03-02,BARRA MANSA,71,40,0
2021-03-02,BELFORD ROXO,551,118,0
2021-03-02,BOM JARDIM,72,0,0
2021-03-02,BOM JESUS DO ITABAPOANA,18,2,0
2021-03-02,CABO FRIO,1,316,0
2021-03-02,CACHOEIRAS DE MACACU,195,12,0
2021-03-02,CAMPOS DOS GOYTACAZES,558,18,0
2021-03-02,CARAPEBUS,12,44,0
2021-03-02,CARDOSO MOREIRA,8,3,0
2021-03-02,CARMO,82,4,0
2021-03-02,CASIMIRO DE ABREU,22,1,0
2021-03-02,COMENDADOR LEVY GASPARIAN,1,0,0
2021-03-02,CONCEICAO DE MACABU,31,17,0
2021-03-02,CORDEIRO,44,0,0
2021-03-02,DUAS BARRAS,0,1,0
2021-03-02,DUQUE DE CAXIAS,23,20,0
2021-03-02,ENGENHEIRO PAULO DE FRONTIN,31,0,0
2021-03-02,IGUABA GRANDE,137,1,0
2021-03-02,ITABORAI,1505,4,0
2021-03-02,ITAGUAI,209,25,0
2021-03-02,ITALVA,14,3,0
2021-03-02,ITAOCARA,88,0,0
2021-03-02,ITAPERUNA,257,0,0
2021-03-02,ITATIAIA,19,11,0
2021-03-02,JAPERI,35,28,0
2021-03-02,LAJE DO MURIAE,2,0,0
2021-03-02,MACAE,2,0,0
2021-03-02,MACUCO,29,5,0
2021-03-02,MAGE,413,152,0
2021-03-02,MANGARATIBA,167,12,0
2021-03-02,MARICA,173,10,0
2021-03-02,MESQUITA,820,61,0
2021-03-02,MIGUEL PEREIRA,22,0,0
2021-03-02,MIRACEMA,186,12,0
2021-03-02,NATIVIDADE,50,0,0
2021-03-02,NILOPOLIS,304,47,0
2021-03-02,NITEROI,1403,92,0
2021-03-02,NOVA FRIBURGO,233,0,0
2021-03-02,NOVA IGUACU,645,192,0
2021-03-02,PARACAMBI,99,24,0
2021-03-02,PARAIBA DO SUL,90,0,0
2021-03-02,PARATY,88,9,0
2021-03-02,PATY DO ALFERES,97,18,0
2021-03-02,PETROPOLIS,444,36,0
2021-03-02,PINHEIRAL,48,20,0
2021-03-02,PIRAI,61,13,0
2021-03-02,PORCIUNCULA,44,12,0
2021-03-02,PORTO REAL,14,1,0
2021-03-02,QUATIS,10,0,0
2021-03-02,QUEIMADOS,119,2,0
2021-03-02,QUISSAMA,38,10,0
2021-03-02,RESENDE,249,30,0
2021-03-02,RIO BONITO,98,8,0
2021-03-02,RIO CLARO,165,3,0
2021-03-02,RIO DAS FLORES,52,0,0
2021-03-02,RIO DAS OSTRAS,13,21,0
2021-03-02,RIO DE JANEIRO,9140,1891,0
2021-03-02,SANTA MARIA MADALENA,13,7,0
2021-03-02,SANTO ANTONIO DE PADUA,71,3,0
2021-03-02,SAO FIDELIS,102,22,0
2021-03-02,SAO FRANCISCO DE ITABAPOANA,42,7,0
2021-03-02,SAO GONCALO,1688,62,0
2021-03-02,SAO JOAO DA BARRA,118,0,0
2021-03-02,SAO JOAO DE MERITI,483,2150,0
2021-03-02,SAO JOSE DE UBA,23,0,0
2021-03-02,SAO JOSE DO VALE DO RIO PRETO,76,1,0
2021-03-02,SAO PEDRO DA ALDEIA,168,3,0
2021-03-02,SAPUCAIA,75,20,0
2021-03-02,SAQUAREMA,144,9,0
2021-03-02,SEROPEDICA,50,1,0
2021-03-02,SILVA JARDIM,0,2,0
2021-03-02,SUMIDOURO,17,5,0
2021-03-02,TANGUA,104,90,0
2021-03-02,TERESOPOLIS,18,645,0
2021-03-02,TRAJANO DE MORAES,21,0,0
2021-03-02,TRES RIOS,23,0,0
2021-03-02,VALENCA,174,1,0
2021-03-02,VARRE-SAI,5,3,0
2021-03-02,VASSOURAS,39,0,0
2021-03-02,VOLTA REDONDA,224,151,0
2021-03-03,ANGRA DOS REIS,261,65,0
2021-03-03,APERIBE,51,0,0
2021-03-03,ARARUAMA,477,1,0
2021-03-03,AREAL,0,30,0
2021-03-03,ARMACAO DOS BUZIOS,71,8,0
2021-03-03,ARRAIAL DO CABO,52,31,0
2021-03-03,BARRA DO PIRAI,34,62,0
2021-03-03,BARRA MANSA,15,31,0
2021-03-03,BELFORD ROXO,786,240,0
2021-03-03,BOM JARDIM,65,3,0
2021-03-03,BOM JESUS DO ITABAPOANA,87,38,0
2021-03-03,CABO FRIO,846,0,0
2021-03-03,CACHOEIRAS DE MACACU,177,37,0
2021-03-03,CAMPOS DOS GOYTACAZES,811,29,0
2021-03-03,CARAPEBUS,12,56,0
2021-03-03,CARDOSO MOREIRA,76,17,0
2021-03-03,CARMO,41,10,0
2021-03-03,CASIMIRO DE ABREU,44,58,0
2021-03-03,COMENDADOR LEVY GASPARIAN,33,15,0
2021-03-03,CONCEICAO DE MACABU,33,10,0
2021-03-03,CORDEIRO,43,1,0
2021-03-03,DUQUE DE CAXIAS,57,115,0
2021-03-03,ENGENHEIRO PAULO DE FRONTIN,50,2,0
2021-03-03,GUAPIMIRIM,325,1,0
2021-03-03,IGUABA GRANDE,390,7,0
2021-03-03,ITABORAI,871,0,0
2021-03-03,ITAGUAI,286,41,0
2021-03-03,ITALVA,42,12,0
2021-03-03,ITAOCARA,50,7,0
2021-03-03,ITAPERUNA,18,0,0
2021-03-03,ITATIAIA,18,9,0
2021-03-03,JAPERI,31,12,0
2021-03-03,LAJE DO MURIAE,1,0,0
2021-03-03,MACAE,327,1,0
2021-03-03,MACUCO,29,1,0
2021-03-03,MAGE,308,109,0
2021-03-03,MANGARATIBA,278,22,0
2021-03-03,MARICA,129,7,0
2021-03-03,MENDES,61,0,0
2021-03-03,MESQUITA,76,64,0
2021-03-03,MIGUEL PEREIRA,102,0,0
2021-03-03,MIRACEMA,89,18,0
2021-03-03,NATIVIDADE,65,6,0
2021-03-03,NILOPOLIS,226,64,0
2021-03-03,NITEROI,1698,40,0
2021-03-03,NOVA FRIBURGO,1,2,0
2021-03-03,NOVA IGUACU,1509,77,0
2021-03-03,PARACAMBI,55,22,0
2021-03-03,PARAIBA DO SUL,70,47,0
2021-03-03,PARATY,70,3,0
2021-03-03,PATY DO ALFERES,31,13,0
2021-03-03,PETROPOLIS,379,127,0
2021-03-03,PINHEIRAL,48,16,0
2021-03-03,PIRAI,125,6,0
2021-03-03,PORCIUNCULA,50,73,0
2021-03-03,PORTO REAL,12,0,0
2021-03-03,QUATIS,20,0,0
2021-03-03,QUEIMADOS,141,9,0
2021-03-03,QUISSAMA,82,13,0
2021-03-03,RESENDE,640,6,0
2021-03-03,RIO BONITO,89,4,0
2021-03-03,RIO CLARO,56,0,0
2021-03-03,RIO DAS FLORES,8,0,0
2021-03-03,RIO DE JANEIRO,5455,3235,0
2021-03-03,SANTA MARIA MADALENA,23,0,0
2021-03-03,SANTO ANTONIO DE PADUA,137,4,0
2021-03-03,SAO FIDELIS,233,57,0
2021-03-03,SAO FRANCISCO DE ITABAPOANA,41,5,0
2021-03-03,SAO GONCALO,624,29,0
2021-03-03,SAO JOAO DA BARRA,212,35,0
2021-03-03,SAO JOAO DE MERITI,413,1395,0
2021-03-03,SAO JOSE DE UBA,10,0,0
2021-03-03,SAO JOSE DO VALE DO RIO PRETO,37,4,0
2021-03-03,SAO PEDRO DA ALDEIA,201,30,0
2021-03-03,SAO SEBASTIAO DO ALTO,0,1,0
2021-03-03,SAPUCAIA,100,16,0
2021-03-03,SAQUAREMA,199,5,0
2021-03-03,SEROPEDICA,43,5,0
2021-03-03,SILVA JARDIM,183,1,0
2021-03-03,SUMIDOURO,20,0,0
2021-03-03,TANGUA,155,16,0
2021-03-03,TERESOPOLIS,29,33,0
2021-03-03,TRAJANO DE MORAES,1,0,0
2021-03-03,TRES RIOS,256,4,0
2021-03-03,VALENCA,258,1,0
2021-03-03,VARRE-SAI,2,7,0
2021-03-03,VASSOURAS,5,0,0
2021-03-03,VOLTA REDONDA,250,401,0
2021-03-04,ANGRA DOS REIS,337,50,0
2021-03-04,ARARUAMA,526,2,0
2021-03-04,AREAL,0,9,0
2021-03-04,ARMACAO DOS BUZIOS,140,12,0
2021-03-04,ARRAIAL DO CABO,126,21,0
2021-03-04,BARRA DO PIRAI,40,71,0
2021-03-04,BARRA MANSA,3,38,0
2021-03-04,BELFORD ROXO,653,758,0
2021-03-04,BOM JARDIM,92,0,0
2021-03-04,BOM JESUS DO ITABAPOANA,17,0,0
2021-03-04,CABO FRIO,36,221,0
2021-03-04,CACHOEIRAS DE MACACU,174,15,0
2021-03-04,CAMBUCI,8,2,0
2021-03-04,CAMPOS DOS GOYTACAZES,1056,18,0
2021-03-04,CANTAGALO,103,1,0
2021-03-04,CARAPEBUS,28,39,0
2021-03-04,CARMO,40,0,0
2021-03-04,CASIMIRO DE ABREU,79,9,0
2021-03-04,COMENDADOR LEVY GASPARIAN,0,9,0
2021-03-04,CONCEICAO DE MACABU,29,15,0
2021-03-04,CORDEIRO,30,0,0
2021-03-04,DUQUE DE CAXIAS,192,2748,0
2021-03-04,ENGENHEIRO PAULO DE FRONTIN,15,0,0
2021-03-04,GUAPIMIRIM,112,22,0
2021-03-04,IGUABA GRANDE,21,20,0
2021-03-04,ITABORAI,160,0,0
2021-03-04,ITAGUAI,307,22,0
2021-03-04,ITALVA,5,4,0
2021-03-04,ITAOCARA,46,2,0
2021-03-04,ITAPERUNA,61,0,0
2021-03-04,ITATIAIA,89,24,0
2021-03-04,JAPERI,34,25,0
2021-03-04,LAJE DO MURIAE,29,10,0
2021-03-04,MACAE,209,0,0
2021-03-04,MACUCO,39,11,0
2021-03-04,MAGE,965,154,0
2021-03-04,MANGARATIBA,46,7,0
2021-03-04,MARICA,44,40,0
2021-03-04,MENDES,76,0,0
2021-03-04,MESQUITA,52,53,0
2021-03-04,MIGUEL PEREIRA,138,0,0
2021-03-04,MIRACEMA,29,5,0
2021-03-04,NATIVIDADE,11,7,0
2021-03-04,NILOPOLIS,193,49,0
2021-03-04,NITEROI,1785,760,0
2021-03-04,NOVA FRIBURGO,18,607,0
2021-03-04,NOVA IGUACU,641,69,0
2021-03-04,PARACAMBI,13,0,0
2021-03-04,PARAIBA DO SUL,80,66,0
2021-03-04,PARATY,69,3,0
2021-03-04,PATY DO ALFERES,12,7,0
2021-03-04,PETROPOLIS,275,73,0
2021-03-04,PINHEIRAL,6,23,0
2021-03-04,PIRAI,58,0,0
2021-03-04,PORCIUNCULA,27,51,0
2021-03-04,PORTO REAL,42,0,0
2021-03-04,QUATIS,20,0,0
2021-03-04,QUEIMADOS,134,6,0
2021-03-04,QUISSAMA,55,40,0
2021-03-04,RESENDE,182,19,0
2021-03-04,RIO BONITO,28,24,0
2021-03-04,RIO CLARO,21,26,0
2021-03-04,RIO DAS FLORES,10,0,0
2021-03-04,RIO DAS OSTRAS,875,28,0
2021-03-04,RIO DE JANEIRO,19695,4570,0
2021-03-04,SANTA MARIA MADALENA,47,1,0
2021-03-04,SANTO ANTONIO DE PADUA,144,1,0
2021-03-04,SAO FIDELIS,118,40,0
2021-03-04,SAO FRANCISCO DE ITABAPOANA,36,4,0
2021-03-04,SAO GONCALO,1231,50,0
2021-03-04,SAO JOAO DA BARRA,125,17,0
2021-03-04,SAO JOAO DE MERITI,412,192,0
2021-03-04,SAO JOSE DE UBA,10,0,0
2021-03-04,SAO JOSE DO VALE DO RIO PRETO,66,2,0
2021-03-04,SAO PEDRO DA ALDEIA,96,8,0
2021-03-04,SAPUCAIA,63,17,0
2021-03-04,SAQUAREMA,253,26,0
2021-03-04,SEROPEDICA,28,0,0
2021-03-04,SILVA JARDIM,99,0,0
2021-03-04,SUMIDOURO,20,1,0
2021-03-04,TANGUA,174,23,0
2021-03-04,TERESOPOLIS,8,24,0
2021-03-04,TRAJANO DE MORAES,24,3,0
2021-03-04,TRES RIOS,277,1,0
2021-03-04,VALENCA,239,21,0
2021-03-04,VARRE-SAI,42,0,0
2021-03-04,VASSOURAS,12,0,0
2021-03-04,VOLTA REDONDA,279,236,0
2021-03-05,ANGRA DOS REIS,192,35,0
2021-03-05,APERIBE,2,28,0
2021-03-05,ARARUAMA,742,0,0
2021-03-05,AREAL,0,21,0
2021-03-05,ARMACAO DOS BUZIOS,35,68,0
2021-03-05,ARRAIAL DO CABO,47,13,0
2021-03-05,BARRA DO PIRAI,33,54,0
2021-03-05,BARRA MANSA,748,818,0
2021-03-05,BELFORD ROXO,753,727,0
2021-03-05,BOM JESUS DO ITABAPOANA,94,3,0
2021-03-05,CABO FRIO,1783,7,0
2021-03-05,CACHOEIRAS DE MACACU,158,129,0
2021-03-05,CAMBUCI,0,10,0
2021-03-05,CAMPOS DOS GOYTACAZES,696,31,0
2021-03-05,CANTAGALO,29,77,0
2021-03-05,CARAPEBUS,5,17,0
2021-03-05,CARDOSO MOREIRA,0,1,0
2021-03-05,CASIMIRO DE ABREU,21,0,0
2021-03-05,COMENDADOR LEVY GASPARIAN,10,46,0
2021-03-05,CONCEICAO DE MACABU,20,8,0
