vacina_dataaplicacao,estab_municipio,1dose,2dose,doseU
2021-01-17,BELFORD ROXO,2,0,0
2021-01-17,COMENDADOR LEVY GASPARIAN,0,1,0
2021-01-17,DUQUE DE CAXIAS,0,3,0
2021-01-17,MIGUEL PEREIRA,1,0,0
2021-01-17,RIO DE JANEIRO,5,14,0
2021-01-17,SAO FRANCISCO DE ITABAPOANA,2,0,0
2021-01-17,SAO GONCALO,6,8,0
2021-01-17,SAO JOAO DE MERITI,0,2,0
2021-01-17,TERESOPOLIS,0,1,0
2021-01-17,TRES RIOS,1,0,0
2021-01-18,BELFORD ROXO,1,0,0
2021-01-18,BOM JESUS DO ITABAPOANA,1,0,0
2021-01-18,CAMPOS DOS GOYTACAZES,1,0,0
2021-01-18,CARDOSO MOREIRA,76,0,0
2021-01-18,DUQUE DE CAXIAS,30,1,0
2021-01-18,ITABORAI,1,0,0
2021-01-18,JAPERI,0,2,0
2021-01-18,MACAE,1,0,0
2021-01-18,NILOPOLIS,2,0,0
2021-01-18,NITEROI,1,0,0
2021-01-18,NOVA FRIBURGO,1,0,0
2021-01-18,NOVA IGUACU,1,0,0
2021-01-18,PARACAMBI,1,0,0
2021-01-18,RIO DAS OSTRAS,1,0,0
2021-01-18,RIO DE JANEIRO,4,2,0
2021-01-18,SAO GONCALO,3,0,0
2021-01-18,SAO JOAO DA BARRA,2,0,0
2021-01-18,VASSOURAS,1,0,0
2021-01-19,ANGRA DOS REIS,6,0,0
2021-01-19,APERIBE,4,0,0
2021-01-19,ARARUAMA,6,0,0
2021-01-19,AREAL,1,0,0
2021-01-19,ARMACAO DOS BUZIOS,4,0,0
2021-01-19,ARRAIAL DO CABO,1,0,0
2021-01-19,BARRA MANSA,244,1,0
2021-01-19,BELFORD ROXO,66,0,0
2021-01-19,BOM JARDIM,8,1,0
2021-01-19,BOM JESUS DO ITABAPOANA,39,1,0
2021-01-19,CACHOEIRAS DE MACACU,63,2,0
2021-01-19,CAMPOS DOS GOYTACAZES,20,0,0
2021-01-19,CANTAGALO,47,0,0
2021-01-19,CARAPEBUS,2,0,0
2021-01-19,CARDOSO MOREIRA,5,0,0
2021-01-19,COMENDADOR LEVY GASPARIAN,1,0,0
2021-01-19,CONCEICAO DE MACABU,43,0,0
2021-01-19,CORDEIRO,7,0,0
2021-01-19,DUAS BARRAS,20,0,0
2021-01-19,DUQUE DE CAXIAS,429,1,0
2021-01-19,GUAPIMIRIM,13,0,0
2021-01-19,IGUABA GRANDE,20,0,0
2021-01-19,ITABORAI,394,0,0
2021-01-19,ITAGUAI,199,0,0
2021-01-19,ITAPERUNA,2,0,0
2021-01-19,JAPERI,1,0,0
2021-01-19,MACAE,1,0,0
2021-01-19,MACUCO,27,0,0
2021-01-19,MAGE,87,0,0
2021-01-19,MANGARATIBA,3,0,0
2021-01-19,MARICA,11,0,0
2021-01-19,MENDES,2,0,0
2021-01-19,MESQUITA,4,2,0
2021-01-19,MIGUEL PEREIRA,2,0,0
2021-01-19,NILOPOLIS,2,1,0
2021-01-19,NITEROI,12,0,0
2021-01-19,NOVA FRIBURGO,21,0,0
2021-01-19,PARACAMBI,103,0,0
2021-01-19,PARATY,2,0,0
2021-01-19,PATY DO ALFERES,1,0,0
2021-01-19,PETROPOLIS,3,1,0
2021-01-19,PINHEIRAL,71,0,0
2021-01-19,PIRAI,34,0,0
2021-01-19,PORCIUNCULA,5,0,0
2021-01-19,QUISSAMA,43,0,0
2021-01-19,RESENDE,156,0,0
2021-01-19,RIO DAS FLORES,16,0,0
2021-01-19,RIO DAS OSTRAS,23,0,0
2021-01-19,RIO DE JANEIRO,661,17,0
2021-01-19,SAO GONCALO,5,2,0
2021-01-19,SAO JOAO DA BARRA,34,0,0
2021-01-19,SAO JOAO DE MERITI,7,0,0
2021-01-19,SAO PEDRO DA ALDEIA,1,0,0
2021-01-19,SAO SEBASTIAO DO ALTO,23,0,0
2021-01-19,SAQUAREMA,148,0,0
2021-01-19,SEROPEDICA,1,0,0
2021-01-19,TANGUA,7,0,0
2021-01-19,TERESOPOLIS,40,1,0
2021-01-19,TRAJANO DE MORAES,19,0,0
2021-01-19,TRES RIOS,10,0,0
2021-01-19,VARRE-SAI,24,0,0
2021-01-19,VASSOURAS,21,0,0
2021-01-19,VOLTA REDONDA,21,0,0
2021-01-20,ANGRA DOS REIS,510,0,0
2021-01-20,APERIBE,72,0,0
2021-01-20,ARARUAMA,84,1,0
2021-01-20,AREAL,19,0,0
2021-01-20,ARMACAO DOS BUZIOS,45,0,0
2021-01-20,ARRAIAL DO CABO,22,0,0
2021-01-20,BARRA DO PIRAI,152,0,0
2021-01-20,BARRA MANSA,202,2,0
2021-01-20,BELFORD ROXO,233,3,0
2021-01-20,BOM JARDIM,62,0,0
2021-01-20,BOM JESUS DO ITABAPOANA,251,1,0
2021-01-20,CABO FRIO,575,0,0
2021-01-20,CACHOEIRAS DE MACACU,117,2,0
2021-01-20,CAMBUCI,50,0,0
2021-01-20,CAMPOS DOS GOYTACAZES,580,0,0
2021-01-20,CANTAGALO,138,0,0
2021-01-20,CARAPEBUS,40,0,0
2021-01-20,CARDOSO MOREIRA,53,23,0
2021-01-20,CARMO,161,0,0
2021-01-20,CASIMIRO DE ABREU,114,0,0
2021-01-20,COMENDADOR LEVY GASPARIAN,62,0,0
2021-01-20,CONCEICAO DE MACABU,47,0,0
2021-01-20,CORDEIRO,140,0,0
2021-01-20,DUAS BARRAS,32,0,0
2021-01-20,DUQUE DE CAXIAS,1117,8,0
2021-01-20,ENGENHEIRO PAULO DE FRONTIN,69,0,0
2021-01-20,GUAPIMIRIM,62,1,0
2021-01-20,IGUABA GRANDE,27,0,0
2021-01-20,ITABORAI,643,1,0
2021-01-20,ITAGUAI,289,2,0
2021-01-20,ITALVA,29,0,0
2021-01-20,ITAOCARA,190,2,0
2021-01-20,ITAPERUNA,110,0,0
2021-01-20,ITATIAIA,49,0,0
2021-01-20,JAPERI,351,1,0
2021-01-20,MACAE,230,0,0
2021-01-20,MACUCO,32,0,0
2021-01-20,MAGE,93,0,0
2021-01-20,MANGARATIBA,80,0,0
2021-01-20,MARICA,199,4,0
2021-01-20,MENDES,58,0,0
2021-01-20,MESQUITA,675,9,0
2021-01-20,MIGUEL PEREIRA,97,0,0
2021-01-20,MIRACEMA,127,1,0
2021-01-20,NATIVIDADE,164,0,0
2021-01-20,NILOPOLIS,2532,19,0
2021-01-20,NITEROI,1586,5,0
2021-01-20,NOVA FRIBURGO,355,2,0
2021-01-20,NOVA IGUACU,250,4,0
2021-01-20,PARACAMBI,154,0,0
2021-01-20,PARAIBA DO SUL,116,0,0
2021-01-20,PARATY,81,2,0
2021-01-20,PATY DO ALFERES,41,0,0
2021-01-20,PETROPOLIS,162,20,0
2021-01-20,PINHEIRAL,66,0,0
2021-01-20,PIRAI,121,0,0
2021-01-20,PORCIUNCULA,35,0,0
2021-01-20,PORTO REAL,37,0,0
2021-01-20,QUATIS,63,0,0
2021-01-20,QUEIMADOS,245,0,0
2021-01-20,QUISSAMA,28,0,0
2021-01-20,RESENDE,580,0,0
2021-01-20,RIO BONITO,172,0,0
2021-01-20,RIO CLARO,76,0,0
2021-01-20,RIO DAS FLORES,16,0,0
2021-01-20,RIO DAS OSTRAS,154,0,0
2021-01-20,RIO DE JANEIRO,33796,70,0
2021-01-20,SANTA MARIA MADALENA,87,0,0
2021-01-20,SANTO ANTONIO DE PADUA,87,0,0
2021-01-20,SAO FIDELIS,68,0,0
2021-01-20,SAO GONCALO,757,1,0
2021-01-20,SAO JOAO DA BARRA,66,0,0
2021-01-20,SAO JOAO DE MERITI,85,0,0
2021-01-20,SAO JOSE DE UBA,28,0,0
2021-01-20,SAO JOSE DO VALE DO RIO PRETO,41,0,0
2021-01-20,SAO PEDRO DA ALDEIA,314,0,0
2021-01-20,SAO SEBASTIAO DO ALTO,80,0,0
2021-01-20,SAPUCAIA,41,0,0
2021-01-20,SAQUAREMA,168,7,0
2021-01-20,SEROPEDICA,102,1,0
2021-01-20,SILVA JARDIM,91,0,0
2021-01-20,SUMIDOURO,34,0,0
2021-01-20,TERESOPOLIS,273,0,0
2021-01-20,TRAJANO DE MORAES,81,0,0
2021-01-20,TRES RIOS,320,4,0
2021-01-20,VALENCA,459,0,0
2021-01-20,VARRE-SAI,47,0,0
2021-01-20,VASSOURAS,42,0,0
2021-01-20,VOLTA REDONDA,127,1,0
2021-01-21,ANGRA DOS REIS,427,1,0
2021-01-21,APERIBE,10,0,0
2021-01-21,ARARUAMA,131,1,0
2021-01-21,AREAL,10,0,0
2021-01-21,ARMACAO DOS BUZIOS,22,0,0
2021-01-21,ARRAIAL DO CABO,53,0,0
2021-01-21,BARRA DO PIRAI,82,0,0
2021-01-21,BARRA MANSA,94,0,0
2021-01-21,BELFORD ROXO,198,2,0
2021-01-21,BOM JARDIM,88,0,0
2021-01-21,BOM JESUS DO ITABAPOANA,32,1,0
2021-01-21,CABO FRIO,773,0,0
2021-01-21,CACHOEIRAS DE MACACU,83,2,0
2021-01-21,CAMBUCI,16,0,0
2021-01-21,CAMPOS DOS GOYTACAZES,324,1,0
2021-01-21,CARAPEBUS,23,0,0
2021-01-21,CARMO,121,0,0
2021-01-21,CASIMIRO DE ABREU,5,0,0
2021-01-21,COMENDADOR LEVY GASPARIAN,14,0,0
2021-01-21,CONCEICAO DE MACABU,66,0,0
2021-01-21,CORDEIRO,99,0,0
2021-01-21,DUAS BARRAS,11,0,0
2021-01-21,DUQUE DE CAXIAS,1084,7,0
2021-01-21,ENGENHEIRO PAULO DE FRONTIN,38,0,0
2021-01-21,GUAPIMIRIM,54,0,0
2021-01-21,IGUABA GRANDE,79,0,0
2021-01-21,ITABORAI,327,0,0
2021-01-21,ITAGUAI,224,0,0
2021-01-21,ITALVA,18,0,0
2021-01-21,ITAOCARA,84,0,0
2021-01-21,ITAPERUNA,207,1,0
2021-01-21,ITATIAIA,44,0,0
2021-01-21,JAPERI,494,0,0
2021-01-21,LAJE DO MURIAE,42,0,0
2021-01-21,MACAE,179,0,0
2021-01-21,MACUCO,23,0,0
2021-01-21,MAGE,134,0,0
2021-01-21,MANGARATIBA,73,0,0
2021-01-21,MARICA,74,1,0
2021-01-21,MENDES,41,0,0
2021-01-21,MESQUITA,277,0,0
2021-01-21,MIGUEL PEREIRA,100,0,0
2021-01-21,MIRACEMA,69,0,0
2021-01-21,NATIVIDADE,55,0,0
2021-01-21,NILOPOLIS,231,1,0
2021-01-21,NITEROI,1773,12,0
2021-01-21,NOVA FRIBURGO,423,1,0
2021-01-21,NOVA IGUACU,805,12,0
2021-01-21,PARACAMBI,81,0,0
2021-01-21,PARAIBA DO SUL,150,0,0
2021-01-21,PARATY,56,0,0
2021-01-21,PATY DO ALFERES,71,0,0
2021-01-21,PETROPOLIS,322,0,0
2021-01-21,PINHEIRAL,1,0,0
2021-01-21,PIRAI,39,0,0
2021-01-21,PORCIUNCULA,19,0,0
2021-01-21,PORTO REAL,21,0,0
2021-01-21,QUATIS,21,0,0
2021-01-21,QUEIMADOS,126,0,0
2021-01-21,QUISSAMA,35,0,0
2021-01-21,RESENDE,385,1,0
2021-01-21,RIO BONITO,201,0,0
2021-01-21,RIO CLARO,50,0,0
2021-01-21,RIO DAS FLORES,16,0,0
2021-01-21,RIO DAS OSTRAS,203,0,0
2021-01-21,RIO DE JANEIRO,16096,55,0
2021-01-21,SANTA MARIA MADALENA,6,0,0
2021-01-21,SANTO ANTONIO DE PADUA,72,0,0
2021-01-21,SAO FIDELIS,22,0,0
2021-01-21,SAO FRANCISCO DE ITABAPOANA,49,0,0
2021-01-21,SAO GONCALO,935,7,0
2021-01-21,SAO JOAO DA BARRA,71,0,0
2021-01-21,SAO JOAO DE MERITI,262,0,0
2021-01-21,SAO JOSE DE UBA,16,0,0
2021-01-21,SAO JOSE DO VALE DO RIO PRETO,27,0,0
2021-01-21,SAO PEDRO DA ALDEIA,207,1,0
2021-01-21,SAO SEBASTIAO DO ALTO,15,0,0
2021-01-21,SAPUCAIA,10,0,0
2021-01-21,SAQUAREMA,236,0,0
2021-01-21,SEROPEDICA,47,0,0
2021-01-21,SILVA JARDIM,75,0,0
2021-01-21,SUMIDOURO,18,0,0
2021-01-21,TANGUA,50,0,0
2021-01-21,TERESOPOLIS,256,1,0
2021-01-21,TRAJANO DE MORAES,29,0,0
2021-01-21,TRES RIOS,219,5,0
2021-01-21,VALENCA,347,1,0
2021-01-21,VARRE-SAI,22,0,0
2021-01-21,VASSOURAS,204,1,0
2021-01-21,VOLTA REDONDA,235,0,0
2021-01-22,ANGRA DOS REIS,231,0,0
2021-01-22,APERIBE,16,0,0
2021-01-22,ARARUAMA,67,1,0
2021-01-22,AREAL,9,0,0
2021-01-22,ARMACAO DOS BUZIOS,1,0,0
2021-01-22,ARRAIAL DO CABO,41,0,0
2021-01-22,BARRA DO PIRAI,103,0,0
2021-01-22,BARRA MANSA,241,0,0
2021-01-22,BELFORD ROXO,229,0,0
2021-01-22,BOM JARDIM,2,0,0
2021-01-22,BOM JESUS DO ITABAPOANA,15,0,0
2021-01-22,CABO FRIO,591,0,0
2021-01-22,CACHOEIRAS DE MACACU,45,2,0
2021-01-22,CAMBUCI,18,0,0
2021-01-22,CAMPOS DOS GOYTACAZES,248,0,0
2021-01-22,CARAPEBUS,28,0,0
2021-01-22,CARDOSO MOREIRA,12,0,0
2021-01-22,CARMO,40,0,0
2021-01-22,CASIMIRO DE ABREU,5,0,0
2021-01-22,COMENDADOR LEVY GASPARIAN,8,0,0
2021-01-22,CONCEICAO DE MACABU,19,0,0
2021-01-22,CORDEIRO,46,0,0
2021-01-22,DUAS BARRAS,4,0,0
2021-01-22,DUQUE DE CAXIAS,710,12,0
2021-01-22,ENGENHEIRO PAULO DE FRONTIN,5,0,0
2021-01-22,GUAPIMIRIM,74,0,0
2021-01-22,IGUABA GRANDE,26,0,0
2021-01-22,ITABORAI,216,1,0
2021-01-22,ITAGUAI,174,1,0
2021-01-22,ITALVA,14,0,0
2021-01-22,ITAOCARA,49,1,0
2021-01-22,ITAPERUNA,143,0,0
2021-01-22,ITATIAIA,28,0,0
2021-01-22,JAPERI,106,0,0
2021-01-22,LAJE DO MURIAE,27,0,0
2021-01-22,MACAE,59,0,0
2021-01-22,MACUCO,7,0,0
2021-01-22,MAGE,80,0,0
2021-01-22,MANGARATIBA,58,0,0
2021-01-22,MARICA,175,0,0
2021-01-22,MENDES,28,0,0
2021-01-22,MESQUITA,204,0,0
2021-01-22,MIGUEL PEREIRA,48,0,0
2021-01-22,MIRACEMA,13,0,0
2021-01-22,NATIVIDADE,14,0,0
2021-01-22,NILOPOLIS,194,8,0
2021-01-22,NITEROI,1534,9,0
2021-01-22,NOVA FRIBURGO,128,1,0
2021-01-22,NOVA IGUACU,1105,3,0
2021-01-22,PARACAMBI,39,0,0
2021-01-22,PARAIBA DO SUL,89,0,0
2021-01-22,PARATY,58,0,0
2021-01-22,PATY DO ALFERES,24,0,0
2021-01-22,PETROPOLIS,149,18,0
2021-01-22,PINHEIRAL,1,0,0
2021-01-22,PIRAI,36,1,0
2021-01-22,PORCIUNCULA,17,0,0
2021-01-22,PORTO REAL,23,0,0
2021-01-22,QUATIS,22,0,0
2021-01-22,QUEIMADOS,107,1,0
2021-01-22,QUISSAMA,23,0,0
2021-01-22,RESENDE,271,1,0
2021-01-22,RIO BONITO,102,0,0
2021-01-22,RIO CLARO,44,0,0
2021-01-22,RIO DAS FLORES,10,0,0
2021-01-22,RIO DAS OSTRAS,103,0,0
2021-01-22,RIO DE JANEIRO,15190,56,0
2021-01-22,SANTA MARIA MADALENA,17,0,0
2021-01-22,SANTO ANTONIO DE PADUA,103,1,0
2021-01-22,SAO FIDELIS,70,0,0
2021-01-22,SAO FRANCISCO DE ITABAPOANA,20,0,0
2021-01-22,SAO GONCALO,819,0,1
2021-01-22,SAO JOAO DA BARRA,89,0,0
2021-01-22,SAO JOAO DE MERITI,63,3,0
2021-01-22,SAO JOSE DE UBA,8,0,0
2021-01-22,SAO JOSE DO VALE DO RIO PRETO,29,0,0
2021-01-22,SAO PEDRO DA ALDEIA,138,0,0
2021-01-22,SAPUCAIA,22,0,0
2021-01-22,SAQUAREMA,122,0,0
2021-01-22,SEROPEDICA,17,0,0
2021-01-22,SILVA JARDIM,29,0,0
2021-01-22,SUMIDOURO,8,0,0
2021-01-22,TANGUA,45,0,0
2021-01-22,TERESOPOLIS,157,2,0
2021-01-22,TRAJANO DE MORAES,3,0,0
2021-01-22,TRES RIOS,94,1,0
2021-01-22,VALENCA,233,0,0
2021-01-22,VARRE-SAI,21,0,0
2021-01-22,VASSOURAS,112,0,0
2021-01-22,VOLTA REDONDA,402,0,0
2021-01-23,ANGRA DOS REIS,121,0,0
2021-01-23,ARRAIAL DO CABO,14,0,0
2021-01-23,BARRA MANSA,189,0,0
2021-01-23,BELFORD ROXO,60,0,0
2021-01-23,BOM JARDIM,12,0,0
2021-01-23,CACHOEIRAS DE MACACU,23,0,0
2021-01-23,CAMPOS DOS GOYTACAZES,1,0,0
2021-01-23,CARAPEBUS,18,0,0
2021-01-23,CARDOSO MOREIRA,0,1,0
2021-01-23,CARMO,13,0,0
2021-01-23,CASIMIRO DE ABREU,8,0,0
2021-01-23,COMENDADOR LEVY GASPARIAN,3,0,0
2021-01-23,CONCEICAO DE MACABU,14,0,0
2021-01-23,DUAS BARRAS,2,0,0
2021-01-23,DUQUE DE CAXIAS,110,1,0
2021-01-23,ENGENHEIRO PAULO DE FRONTIN,6,0,0
2021-01-23,GUAPIMIRIM,44,0,0
2021-01-23,ITABORAI,62,0,0
2021-01-23,ITAGUAI,12,0,0
2021-01-23,MACAE,66,0,0
2021-01-23,MAGE,39,0,0
2021-01-23,MANGARATIBA,59,0,0
2021-01-23,MARICA,166,0,0
2021-01-23,MENDES,1,0,0
2021-01-23,MESQUITA,2,0,0
2021-01-23,MIGUEL PEREIRA,2,0,0
2021-01-23,NILOPOLIS,4,0,0
2021-01-23,NITEROI,2,2,0
2021-01-23,NOVA FRIBURGO,1,0,0
2021-01-23,NOVA IGUACU,314,0,0
2021-01-23,PATY DO ALFERES,1,0,0
2021-01-23,PETROPOLIS,463,1,0
2021-01-23,PIRAI,4,0,0
2021-01-23,QUEIMADOS,49,0,0
2021-01-23,QUISSAMA,11,0,0
2021-01-23,RESENDE,20,0,0
2021-01-23,RIO BONITO,20,0,0
2021-01-23,RIO CLARO,10,0,0
2021-01-23,RIO DAS OSTRAS,58,0,0
2021-01-23,RIO DE JANEIRO,3121,14,0
2021-01-23,SAO FRANCISCO DE ITABAPOANA,8,0,0
2021-01-23,SAO GONCALO,424,1,0
2021-01-23,SAO JOAO DA BARRA,13,0,0
2021-01-23,SAO JOAO DE MERITI,56,2,0
2021-01-23,SAO JOSE DO VALE DO RIO PRETO,17,0,0
2021-01-23,SAPUCAIA,7,0,0
2021-01-23,SAQUAREMA,11,0,0
2021-01-23,SEROPEDICA,6,0,0
2021-01-23,SILVA JARDIM,6,0,0
2021-01-23,SUMIDOURO,2,0,0
2021-01-23,TANGUA,12,0,0
2021-01-23,TERESOPOLIS,43,0,0
2021-01-23,VASSOURAS,1,0,0
2021-01-23,VOLTA REDONDA,135,0,0
2021-01-24,ARARUAMA,0,1,0
2021-01-24,AREAL,9,0,0
2021-01-24,ARMACAO DOS BUZIOS,1,0,0
2021-01-24,ARRAIAL DO CABO,5,0,0
2021-01-24,BARRA DO PIRAI,7,0,0
2021-01-24,BARRA MANSA,13,0,0
2021-01-24,BELFORD ROXO,23,1,0
2021-01-24,BOM JESUS DO ITABAPOANA,1,0,0
2021-01-24,CABO FRIO,1,0,0
2021-01-24,CACHOEIRAS DE MACACU,13,1,0
2021-01-24,CAMPOS DOS GOYTACAZES,112,9,0
2021-01-24,CARAPEBUS,9,0,0
2021-01-24,CARDOSO MOREIRA,0,2,0
2021-01-24,COMENDADOR LEVY GASPARIAN,3,0,0
2021-01-24,CONCEICAO DE MACABU,9,0,0
2021-01-24,DUQUE DE CAXIAS,25,0,0
2021-01-24,ENGENHEIRO PAULO DE FRONTIN,1,0,0
2021-01-24,GUAPIMIRIM,41,0,0
2021-01-24,ITABORAI,65,0,0
2021-01-24,ITAGUAI,20,0,0
2021-01-24,JAPERI,1,0,0
2021-01-24,MACAE,29,0,0
2021-01-24,MAGE,7,0,0
2021-01-24,MANGARATIBA,26,0,0
2021-01-24,MARICA,144,0,0
2021-01-24,NILOPOLIS,1,0,0
2021-01-24,NITEROI,2,0,0
2021-01-24,NOVA IGUACU,20,0,0
2021-01-24,RESENDE,21,0,0
2021-01-24,RIO CLARO,10,0,0
2021-01-24,RIO DAS FLORES,1,0,0
2021-01-24,RIO DAS OSTRAS,51,0,0
2021-01-24,RIO DE JANEIRO,1024,10,0
2021-01-24,SAO GONCALO,201,21,0
2021-01-24,SAO JOAO DA BARRA,6,0,0
2021-01-24,SAO JOAO DE MERITI,51,1,0
2021-01-24,SAO JOSE DO VALE DO RIO PRETO,4,0,0
2021-01-24,SAPUCAIA,3,0,0
2021-01-24,SAQUAREMA,1,0,0
2021-01-24,SILVA JARDIM,10,0,0
2021-01-24,SUMIDOURO,2,0,0
2021-01-24,TERESOPOLIS,44,0,0
2021-01-24,TRES RIOS,2,0,0
2021-01-25,ANGRA DOS REIS,433,0,0
2021-01-25,APERIBE,9,0,0
2021-01-25,ARARUAMA,168,0,0
2021-01-25,AREAL,5,0,0
2021-01-25,ARMACAO DOS BUZIOS,178,0,0
2021-01-25,BARRA DO PIRAI,20,0,0
2021-01-25,BARRA MANSA,225,0,0
2021-01-25,BELFORD ROXO,369,0,0
2021-01-25,BOM JARDIM,5,0,0
2021-01-25,BOM JESUS DO ITABAPOANA,15,0,0
2021-01-25,CABO FRIO,151,0,0
2021-01-25,CACHOEIRAS DE MACACU,14,0,0
2021-01-25,CAMPOS DOS GOYTACAZES,703,0,0
2021-01-25,CARAPEBUS,15,0,0
2021-01-25,CARDOSO MOREIRA,34,0,0
2021-01-25,CARMO,19,0,0
2021-01-25,CASIMIRO DE ABREU,41,1,0
2021-01-25,COMENDADOR LEVY GASPARIAN,24,0,0
2021-01-25,CONCEICAO DE MACABU,4,0,0
2021-01-25,CORDEIRO,20,0,0
2021-01-25,DUQUE DE CAXIAS,493,4,0
2021-01-25,ENGENHEIRO PAULO DE FRONTIN,2,0,0
2021-01-25,GUAPIMIRIM,65,0,0
2021-01-25,IGUABA GRANDE,35,0,0
2021-01-25,ITABORAI,230,1,0
2021-01-25,ITAGUAI,178,0,0
2021-01-25,ITALVA,31,0,0
2021-01-25,ITAOCARA,21,0,0
2021-01-25,ITAPERUNA,115,0,0
2021-01-25,ITATIAIA,19,0,0
2021-01-25,JAPERI,168,1,0
2021-01-25,MACAE,43,0,0
2021-01-25,MAGE,110,0,0
2021-01-25,MANGARATIBA,74,0,0
2021-01-25,MARICA,123,0,0
2021-01-25,MENDES,19,0,0
2021-01-25,MESQUITA,71,0,0
2021-01-25,MIGUEL PEREIRA,40,0,0
2021-01-25,MIRACEMA,1,0,0
2021-01-25,NATIVIDADE,2,0,0
2021-01-25,NILOPOLIS,18,5,0
2021-01-25,NITEROI,936,1,0
2021-01-25,NOVA FRIBURGO,154,0,0
2021-01-25,NOVA IGUACU,953,3,0
2021-01-25,PARACAMBI,30,1,0
2021-01-25,PARAIBA DO SUL,195,0,0
2021-01-25,PARATY,91,1,0
2021-01-25,PATY DO ALFERES,7,0,0
2021-01-25,PETROPOLIS,266,0,0
2021-01-25,PINHEIRAL,86,0,0
2021-01-25,PIRAI,29,0,0
2021-01-25,PORCIUNCULA,29,0,0
2021-01-25,PORTO REAL,15,0,0
2021-01-25,QUEIMADOS,112,1,0
2021-01-25,QUISSAMA,52,0,0
2021-01-25,RESENDE,62,0,0
2021-01-25,RIO BONITO,40,0,0
2021-01-25,RIO CLARO,7,0,0
2021-01-25,RIO DAS FLORES,22,0,0
2021-01-25,RIO DAS OSTRAS,77,0,0
2021-01-25,RIO DE JANEIRO,7406,15,0
2021-01-25,SANTO ANTONIO DE PADUA,14,0,0
2021-01-25,SAO FIDELIS,1,0,0
2021-01-25,SAO FRANCISCO DE ITABAPOANA,11,0,0
2021-01-25,SAO GONCALO,980,4,0
2021-01-25,SAO JOAO DA BARRA,36,1,0
2021-01-25,SAO JOAO DE MERITI,67,0,0
2021-01-25,SAO JOSE DE UBA,3,0,0
2021-01-25,SAO PEDRO DA ALDEIA,132,0,0
2021-01-25,SAO SEBASTIAO DO ALTO,32,0,0
2021-01-25,SAPUCAIA,4,0,0
2021-01-25,SAQUAREMA,191,0,0
2021-01-25,SILVA JARDIM,19,0,0
2021-01-25,SUMIDOURO,9,0,0
2021-01-25,TANGUA,13,0,0
2021-01-25,TERESOPOLIS,348,0,0
2021-01-25,TRAJANO DE MORAES,1,0,0
2021-01-25,TRES RIOS,380,3,0
2021-01-25,VALENCA,64,0,0
2021-01-25,VARRE-SAI,11,0,0
2021-01-25,VASSOURAS,78,1,0
2021-01-25,VOLTA REDONDA,199,0,0
2021-01-26,ANGRA DOS REIS,297,0,0
2021-01-26,APERIBE,24,0,0
2021-01-26,ARARUAMA,169,0,0
2021-01-26,AREAL,3,0,0
2021-01-26,ARMACAO DOS BUZIOS,110,1,0
2021-01-26,ARRAIAL DO CABO,33,0,0
2021-01-26,BARRA DO PIRAI,55,0,0
2021-01-26,BARRA MANSA,300,0,0
2021-01-26,BELFORD ROXO,333,3,0
2021-01-26,BOM JARDIM,18,0,0
2021-01-26,BOM JESUS DO ITABAPOANA,33,0,0
2021-01-26,CABO FRIO,261,0,0
2021-01-26,CACHOEIRAS DE MACACU,27,1,0
2021-01-26,CAMBUCI,7,0,0
2021-01-26,CAMPOS DOS GOYTACAZES,876,0,0
2021-01-26,CANTAGALO,126,0,0
2021-01-26,CARAPEBUS,19,0,0
2021-01-26,CARDOSO MOREIRA,60,20,0
2021-01-26,CARMO,112,0,0
2021-01-26,CASIMIRO DE ABREU,117,0,0
2021-01-26,COMENDADOR LEVY GASPARIAN,62,0,0
2021-01-26,CONCEICAO DE MACABU,35,0,0
2021-01-26,CORDEIRO,44,0,0
2021-01-26,DUAS BARRAS,12,0,0
2021-01-26,DUQUE DE CAXIAS,1340,3,0
2021-01-26,ENGENHEIRO PAULO DE FRONTIN,59,0,0
2021-01-26,GUAPIMIRIM,116,0,0
2021-01-26,IGUABA GRANDE,41,0,0
2021-01-26,ITABORAI,447,10,0
2021-01-26,ITAGUAI,92,0,0
2021-01-26,ITALVA,29,0,0
2021-01-26,ITAOCARA,52,0,0
2021-01-26,ITAPERUNA,50,0,0
2021-01-26,ITATIAIA,7,0,0
2021-01-26,JAPERI,35,0,0
2021-01-26,MACAE,200,0,0
2021-01-26,MACUCO,64,0,0
2021-01-26,MAGE,132,0,0
2021-01-26,MANGARATIBA,78,0,0
2021-01-26,MARICA,165,0,0
2021-01-26,MENDES,13,0,0
2021-01-26,MESQUITA,142,0,0
2021-01-26,MIGUEL PEREIRA,88,0,0
2021-01-26,MIRACEMA,2,0,0
2021-01-26,NATIVIDADE,60,0,0
2021-01-26,NILOPOLIS,166,0,0
2021-01-26,NITEROI,1702,39,0
2021-01-26,NOVA FRIBURGO,51,0,0
2021-01-26,NOVA IGUACU,1048,0,0
2021-01-26,PARACAMBI,79,0,0
2021-01-26,PARAIBA DO SUL,151,1,0
2021-01-26,PARATY,88,4,0
2021-01-26,PATY DO ALFERES,76,0,0
2021-01-26,PETROPOLIS,370,0,0
2021-01-26,PINHEIRAL,184,0,0
2021-01-26,PIRAI,50,0,0
2021-01-26,PORCIUNCULA,95,0,0
2021-01-26,PORTO REAL,6,0,0
2021-01-26,QUATIS,52,0,0
2021-01-26,QUEIMADOS,83,0,0
