dataNotificacao,municipioNotificacao,totalUti,totalObitos
2020-09-03,TRES RIOS,24,0
2020-09-03,VALENCA,39,0
2020-09-03,VASSOURAS,42,3
2020-09-03,VOLTA REDONDA,60,0
2020-09-04,ANGRA DOS REIS,0,0
2020-09-04,APERIBE,0,0
2020-09-04,ARARUAMA,6,0
2020-09-04,AREAL,0,0
2020-09-04,ARMACAO DOS BUZIOS,0,0
2020-09-04,BARRA DO PIRAI,4,0
2020-09-04,BARRA MANSA,18,0
2020-09-04,BELFORD ROXO,58,0
2020-09-04,BOM JESUS DO ITABAPOANA,27,1
2020-09-04,CAMPOS DOS GOYTACAZES,147,2
2020-09-04,CARMO,0,1
2020-09-04,CONCEICAO DE MACABU,4,0
2020-09-04,CORDEIRO,3,0
2020-09-04,DUAS BARRAS,0,4
2020-09-04,DUQUE DE CAXIAS,57,3
2020-09-04,IGUABA GRANDE,1,0
2020-09-04,ITABORAI,0,0
2020-09-04,ITAOCARA,5,0
2020-09-04,ITAPERUNA,53,0
2020-09-04,ITATIAIA,0,0
2020-09-04,MACAE,70,0
2020-09-04,MAGE,10,0
2020-09-04,MARICA,35,1
2020-09-04,MESQUITA,0,0
2020-09-04,MIGUEL PEREIRA,0,0
2020-09-04,MIRACEMA,3,0
2020-09-04,NITEROI,56,0
2020-09-04,NOVA FRIBURGO,48,1
2020-09-04,NOVA IGUACU,8,0
2020-09-04,PARAIBA DO SUL,8,1
2020-09-04,PETROPOLIS,193,4
2020-09-04,PIRAI,0,0
2020-09-04,RESENDE,57,0
2020-09-04,RIO BONITO,8,0
2020-09-04,RIO CLARO,4,0
2020-09-04,RIO DE JANEIRO,1124,22
2020-09-04,SAO FIDELIS,7,0
2020-09-04,SAO GONCALO,40,3
2020-09-04,SAO JOAO DA BARRA,3,0
2020-09-04,SAO JOAO DE MERITI,73,0
2020-09-04,SAO SEBASTIAO DO ALTO,0,0
2020-09-04,SAPUCAIA,8,0
2020-09-04,SAQUAREMA,22,1
2020-09-04,TERESOPOLIS,50,0
2020-09-04,TRAJANO DE MORAES,0,0
2020-09-04,TRES RIOS,22,0
2020-09-04,VALENCA,37,2
2020-09-04,VASSOURAS,44,1
2020-09-04,VOLTA REDONDA,70,3
2020-09-05,ANGRA DOS REIS,0,0
2020-09-05,APERIBE,0,0
2020-09-05,ARARUAMA,4,0
2020-09-05,AREAL,0,0
2020-09-05,ARMACAO DOS BUZIOS,0,0
2020-09-05,BARRA DO PIRAI,8,0
2020-09-05,BARRA MANSA,18,1
2020-09-05,BELFORD ROXO,64,4
2020-09-05,BOM JESUS DO ITABAPOANA,27,0
2020-09-05,CAMBUCI,2,0
2020-09-05,CAMPOS DOS GOYTACAZES,137,0
2020-09-05,CARMO,0,0
2020-09-05,CONCEICAO DE MACABU,4,0
2020-09-05,CORDEIRO,5,0
2020-09-05,DUAS BARRAS,0,4
2020-09-05,DUQUE DE CAXIAS,57,4
2020-09-05,ITAOCARA,5,0
2020-09-05,MACAE,71,0
2020-09-05,MAGE,9,0
2020-09-05,MARICA,34,3
2020-09-05,MENDES,0,0
2020-09-05,MESQUITA,0,0
2020-09-05,MIGUEL PEREIRA,0,0
2020-09-05,NITEROI,52,1
2020-09-05,NOVA FRIBURGO,48,0
2020-09-05,NOVA IGUACU,6,1
2020-09-05,PARAIBA DO SUL,6,1
2020-09-05,PETROPOLIS,158,5
2020-09-05,PIRAI,0,0
2020-09-05,RIO BONITO,9,0
2020-09-05,RIO CLARO,4,0
2020-09-05,RIO DE JANEIRO,946,19
2020-09-05,SAO FIDELIS,8,0
2020-09-05,SAO GONCALO,41,2
2020-09-05,SAO JOAO DA BARRA,3,0
2020-09-05,SAO JOAO DE MERITI,26,0
2020-09-05,SAO SEBASTIAO DO ALTO,0,0
2020-09-05,SAPUCAIA,8,0
2020-09-05,SAQUAREMA,18,0
2020-09-05,TERESOPOLIS,26,4
2020-09-05,TRAJANO DE MORAES,0,0
2020-09-05,TRES RIOS,18,0
2020-09-05,VALENCA,32,1
2020-09-05,VASSOURAS,48,0
2020-09-06,ANGRA DOS REIS,0,0
2020-09-06,APERIBE,0,0
2020-09-06,ARARUAMA,6,0
2020-09-06,AREAL,0,0
2020-09-06,ARMACAO DOS BUZIOS,0,0
2020-09-06,BARRA DO PIRAI,8,0
2020-09-06,BARRA MANSA,20,0
2020-09-06,BELFORD ROXO,65,0
2020-09-06,BOM JESUS DO ITABAPOANA,27,0
2020-09-06,CAMPOS DOS GOYTACAZES,141,5
2020-09-06,CONCEICAO DE MACABU,4,0
2020-09-06,CORDEIRO,5,0
2020-09-06,DUQUE DE CAXIAS,54,2
2020-09-06,IGUABA GRANDE,2,0
2020-09-06,ITAOCARA,8,0
2020-09-06,MACAE,55,1
2020-09-06,MAGE,10,0
2020-09-06,MARICA,34,2
2020-09-06,MESQUITA,0,0
2020-09-06,MIGUEL PEREIRA,0,0
2020-09-06,NITEROI,49,1
2020-09-06,NOVA FRIBURGO,46,0
2020-09-06,NOVA IGUACU,4,1
2020-09-06,PARAIBA DO SUL,8,0
2020-09-06,PETROPOLIS,170,3
2020-09-06,PIRAI,0,0
2020-09-06,RIO BONITO,9,0
2020-09-06,RIO CLARO,4,0
2020-09-06,RIO DE JANEIRO,954,18
2020-09-06,SAO FIDELIS,12,0
2020-09-06,SAO GONCALO,40,1
2020-09-06,SAO JOAO DA BARRA,4,0
2020-09-06,SAO JOAO DE MERITI,29,0
2020-09-06,SAO SEBASTIAO DO ALTO,0,0
2020-09-06,SAPUCAIA,8,0
2020-09-06,SAQUAREMA,18,0
2020-09-06,TERESOPOLIS,26,1
2020-09-06,TRAJANO DE MORAES,0,0
2020-09-06,TRES RIOS,18,0
2020-09-06,VALENCA,36,0
2020-09-06,VASSOURAS,47,1
2020-09-06,VOLTA REDONDA,60,4
2020-09-07,ANGRA DOS REIS,0,0
2020-09-07,APERIBE,0,0
2020-09-07,ARARUAMA,8,0
2020-09-07,AREAL,0,0
2020-09-07,ARMACAO DOS BUZIOS,0,0
2020-09-07,BARRA DO PIRAI,8,0
2020-09-07,BARRA MANSA,19,1
2020-09-07,BELFORD ROXO,62,1
2020-09-07,BOM JESUS DO ITABAPOANA,27,0
2020-09-07,CAMBUCI,3,0
2020-09-07,CAMPOS DOS GOYTACAZES,128,0
2020-09-07,CARMO,0,0
2020-09-07,CONCEICAO DE MACABU,4,0
2020-09-07,CORDEIRO,3,0
2020-09-07,DUAS BARRAS,0,4
2020-09-07,IGUABA GRANDE,3,0
2020-09-07,ITAOCARA,6,0
2020-09-07,MACAE,73,2
2020-09-07,MAGE,10,0
2020-09-07,MARICA,41,0
2020-09-07,MESQUITA,0,0
2020-09-07,MIGUEL PEREIRA,0,0
2020-09-07,NITEROI,50,3
2020-09-07,NOVA FRIBURGO,47,0
2020-09-07,NOVA IGUACU,3,1
2020-09-07,PARAIBA DO SUL,8,0
2020-09-07,PETROPOLIS,164,2
2020-09-07,PIRAI,0,0
2020-09-07,RESENDE,18,0
2020-09-07,RIO BONITO,9,0
2020-09-07,RIO CLARO,4,0
2020-09-07,RIO DE JANEIRO,926,25
2020-09-07,SAO FIDELIS,11,1
2020-09-07,SAO GONCALO,45,0
2020-09-07,SAO JOAO DA BARRA,5,0
2020-09-07,SAO JOAO DE MERITI,33,0
2020-09-07,SAO SEBASTIAO DO ALTO,0,0
2020-09-07,SAPUCAIA,7,0
2020-09-07,SAQUAREMA,15,1
2020-09-07,TERESOPOLIS,26,0
2020-09-07,TRAJANO DE MORAES,0,0
2020-09-07,TRES RIOS,18,0
2020-09-07,VALENCA,35,1
2020-09-07,VASSOURAS,50,0
2020-09-08,APERIBE,0,0
2020-09-08,ARARUAMA,12,0
2020-09-08,AREAL,0,0
2020-09-08,ARMACAO DOS BUZIOS,0,0
2020-09-08,BARRA DO PIRAI,7,0
2020-09-08,BARRA MANSA,20,1
2020-09-08,BELFORD ROXO,70,0
2020-09-08,BOM JESUS DO ITABAPOANA,27,0
2020-09-08,CAMBUCI,1,0
2020-09-08,CAMPOS DOS GOYTACAZES,148,1
2020-09-08,CARMO,0,1
2020-09-08,CONCEICAO DE MACABU,4,0
2020-09-08,CORDEIRO,3,0
2020-09-08,DUAS BARRAS,0,4
2020-09-08,DUQUE DE CAXIAS,86,4
2020-09-08,IGUABA GRANDE,3,0
2020-09-08,ITAOCARA,4,0
2020-09-08,ITAPERUNA,52,0
2020-09-08,ITATIAIA,2,0
2020-09-08,MACAE,80,0
2020-09-08,MAGE,12,1
2020-09-08,MARICA,34,0
2020-09-08,MENDES,0,0
2020-09-08,MESQUITA,0,0
2020-09-08,MIGUEL PEREIRA,0,0
2020-09-08,MIRACEMA,3,0
2020-09-08,NITEROI,49,1
2020-09-08,NOVA FRIBURGO,43,3
2020-09-08,NOVA IGUACU,4,0
2020-09-08,PARACAMBI,0,0
2020-09-08,PARAIBA DO SUL,6,0
2020-09-08,PETROPOLIS,188,1
2020-09-08,PIRAI,0,0
2020-09-08,RESENDE,58,2
2020-09-08,RIO BONITO,9,1
2020-09-08,RIO CLARO,4,0
2020-09-08,RIO DE JANEIRO,1179,23
2020-09-08,SAO FIDELIS,7,0
2020-09-08,SAO GONCALO,54,3
2020-09-08,SAO JOAO DA BARRA,4,1
2020-09-08,SAO JOAO DE MERITI,31,0
2020-09-08,SAO SEBASTIAO DO ALTO,0,0
2020-09-08,SAPUCAIA,6,0
2020-09-08,SAQUAREMA,14,0
2020-09-08,TERESOPOLIS,46,0
2020-09-08,TRAJANO DE MORAES,0,0
2020-09-08,TRES RIOS,21,0
2020-09-08,VALENCA,37,0
2020-09-08,VASSOURAS,54,0
2020-09-08,VOLTA REDONDA,60,2
2020-09-09,ANGRA DOS REIS,0,0
2020-09-09,APERIBE,0,0
2020-09-09,ARARUAMA,10,0
2020-09-09,AREAL,0,0
2020-09-09,ARMACAO DOS BUZIOS,0,0
2020-09-09,BARRA DO PIRAI,6,0
2020-09-09,BARRA MANSA,19,0
2020-09-09,BELFORD ROXO,70,0
2020-09-09,BOM JESUS DO ITABAPOANA,27,0
2020-09-09,CAMPOS DOS GOYTACAZES,161,1
2020-09-09,CARMO,0,0
2020-09-09,CONCEICAO DE MACABU,3,0
2020-09-09,CORDEIRO,3,0
2020-09-09,DUAS BARRAS,0,4
2020-09-09,DUQUE DE CAXIAS,43,3
2020-09-09,IGUABA GRANDE,1,0
2020-09-09,ITAOCARA,6,0
2020-09-09,ITAPERUNA,55,1
2020-09-09,ITATIAIA,1,0
2020-09-09,MACAE,74,3
2020-09-09,MAGE,7,1
2020-09-09,MARICA,39,0
2020-09-09,MESQUITA,0,0
2020-09-09,MIGUEL PEREIRA,0,0
2020-09-09,MIRACEMA,5,0
2020-09-09,NITEROI,54,0
2020-09-09,NOVA FRIBURGO,46,1
2020-09-09,NOVA IGUACU,6,0
2020-09-09,PARACAMBI,0,35
2020-09-09,PARAIBA DO SUL,10,0
2020-09-09,PETROPOLIS,194,2
2020-09-09,PIRAI,0,0
2020-09-09,RESENDE,62,0
2020-09-09,RIO BONITO,9,0
2020-09-09,RIO CLARO,4,0
2020-09-09,RIO DE JANEIRO,1163,17
2020-09-09,SAO FIDELIS,11,0
2020-09-09,SAO GONCALO,47,1
2020-09-09,SAO JOAO DA BARRA,3,0
2020-09-09,SAO JOAO DE MERITI,27,0
2020-09-09,SAO SEBASTIAO DO ALTO,0,0
2020-09-09,SAPUCAIA,8,0
2020-09-09,SAQUAREMA,16,1
2020-09-09,TERESOPOLIS,25,0
2020-09-09,TRAJANO DE MORAES,0,0
2020-09-09,TRES RIOS,22,0
2020-09-09,VALENCA,39,0
2020-09-09,VASSOURAS,46,0
2020-09-09,VOLTA REDONDA,62,3
2020-09-10,APERIBE,0,0
2020-09-10,ARARUAMA,10,0
2020-09-10,AREAL,0,0
2020-09-10,ARMACAO DOS BUZIOS,0,0
2020-09-10,BARRA DO PIRAI,6,0
2020-09-10,BARRA MANSA,20,0
2020-09-10,BELFORD ROXO,64,0
2020-09-10,BOM JESUS DO ITABAPOANA,27,0
2020-09-10,CAMBUCI,1,0
2020-09-10,CAMPOS DOS GOYTACAZES,143,2
2020-09-10,CARMO,0,1
2020-09-10,CONCEICAO DE MACABU,3,0
2020-09-10,CORDEIRO,4,0
2020-09-10,DUAS BARRAS,0,4
2020-09-10,IGUABA GRANDE,1,0
2020-09-10,ITABORAI,1,0
2020-09-10,ITAOCARA,6,0
2020-09-10,ITAPERUNA,55,0
2020-09-10,ITATIAIA,2,0
2020-09-10,MACAE,31,0
2020-09-10,MAGE,7,0
2020-09-10,MARICA,40,1
2020-09-10,MESQUITA,0,0
2020-09-10,MIGUEL PEREIRA,0,0
2020-09-10,MIRACEMA,5,0
2020-09-10,NITEROI,59,3
2020-09-10,NOVA FRIBURGO,46,2
2020-09-10,NOVA IGUACU,7,0
2020-09-10,PARAIBA DO SUL,9,0
2020-09-10,PETROPOLIS,171,4
2020-09-10,PIRAI,0,0
2020-09-10,RESENDE,57,0
2020-09-10,RIO BONITO,9,0
2020-09-10,RIO CLARO,4,0
2020-09-10,RIO DE JANEIRO,1151,24
2020-09-10,SAO FIDELIS,11,0
2020-09-10,SAO GONCALO,60,2
2020-09-10,SAO JOAO DA BARRA,2,0
2020-09-10,SAO JOAO DE MERITI,72,0
2020-09-10,SAO SEBASTIAO DO ALTO,0,0
2020-09-10,SAPUCAIA,8,0
2020-09-10,SAQUAREMA,7,0
2020-09-10,TERESOPOLIS,41,1
2020-09-10,TRAJANO DE MORAES,0,0
2020-09-10,TRES RIOS,24,0
2020-09-10,VALENCA,41,0
2020-09-10,VASSOURAS,53,1
2020-09-10,VOLTA REDONDA,66,7
2020-09-11,ANGRA DOS REIS,0,0
2020-09-11,APERIBE,0,0
2020-09-11,ARARUAMA,8,1
2020-09-11,AREAL,0,0
2020-09-11,ARMACAO DOS BUZIOS,0,0
2020-09-11,BARRA DO PIRAI,6,0
2020-09-11,BARRA MANSA,18,2
2020-09-11,BELFORD ROXO,70,1
2020-09-11,BOM JESUS DO ITABAPOANA,27,0
2020-09-11,CAMPOS DOS GOYTACAZES,133,2
2020-09-11,CARMO,0,0
2020-09-11,CONCEICAO DE MACABU,4,1
2020-09-11,CORDEIRO,4,0
2020-09-11,DUAS BARRAS,0,4
2020-09-11,DUQUE DE CAXIAS,50,2
2020-09-11,IGUABA GRANDE,1,0
2020-09-11,ITABORAI,2,0
2020-09-11,ITAOCARA,6,0
2020-09-11,ITAPERUNA,52,0
2020-09-11,ITATIAIA,2,0
2020-09-11,MACAE,32,2
2020-09-11,MAGE,8,0
2020-09-11,MARICA,40,0
2020-09-11,MIGUEL PEREIRA,0,0
2020-09-11,MIRACEMA,2,0
2020-09-11,NITEROI,57,0
2020-09-11,NOVA FRIBURGO,45,0
2020-09-11,NOVA IGUACU,8,0
2020-09-11,PARACAMBI,0,0
2020-09-11,PARAIBA DO SUL,15,0
2020-09-11,PETROPOLIS,187,0
2020-09-11,PIRAI,0,0
2020-09-11,RESENDE,56,0
2020-09-11,RIO BONITO,10,0
2020-09-11,RIO CLARO,4,0
2020-09-11,RIO DE JANEIRO,1123,25
2020-09-11,SAO FIDELIS,12,0
2020-09-11,SAO GONCALO,44,0
2020-09-11,SAO JOAO DA BARRA,2,0
2020-09-11,SAO JOAO DE MERITI,73,0
2020-09-11,SAO SEBASTIAO DO ALTO,0,0
2020-09-11,SAPUCAIA,8,0
2020-09-11,SAQUAREMA,17,0
2020-09-11,TERESOPOLIS,41,1
2020-09-11,TRAJANO DE MORAES,0,0
2020-09-11,TRES RIOS,20,0
2020-09-11,VALENCA,35,2
2020-09-11,VASSOURAS,47,1
2020-09-11,VOLTA REDONDA,60,3
2020-09-12,ANGRA DOS REIS,0,0
2020-09-12,APERIBE,0,0
2020-09-12,ARARUAMA,8,0
2020-09-12,AREAL,0,0
2020-09-12,ARMACAO DOS BUZIOS,0,0
2020-09-12,BARRA DO PIRAI,6,0
2020-09-12,BARRA MANSA,19,2
2020-09-12,BELFORD ROXO,63,2
2020-09-12,BOM JESUS DO ITABAPOANA,27,0
2020-09-12,CAMBUCI,1,0
2020-09-12,CAMPOS DOS GOYTACAZES,155,0
2020-09-12,CARMO,0,1
2020-09-12,CONCEICAO DE MACABU,4,0
2020-09-12,CORDEIRO,4,0
2020-09-12,DUAS BARRAS,0,4
2020-09-12,DUQUE DE CAXIAS,44,3
2020-09-12,IGUABA GRANDE,2,0
2020-09-12,ITAOCARA,4,0
2020-09-12,MACAE,32,0
2020-09-12,MAGE,7,1
2020-09-12,MARICA,41,2
2020-09-12,MESQUITA,0,0
2020-09-12,MIGUEL PEREIRA,0,0
2020-09-12,NITEROI,53,3
2020-09-12,NOVA FRIBURGO,52,1
2020-09-12,NOVA IGUACU,8,0
2020-09-12,PARACAMBI,0,0
2020-09-12,PARAIBA DO SUL,14,1
2020-09-12,PETROPOLIS,142,3
2020-09-12,PIRAI,0,0
2020-09-12,RIO BONITO,8,1
2020-09-12,RIO CLARO,4,0
2020-09-12,RIO DE JANEIRO,991,13
2020-09-12,SAO FIDELIS,10,0
2020-09-12,SAO GONCALO,44,3
2020-09-12,SAO JOAO DA BARRA,2,0
2020-09-12,SAO JOAO DE MERITI,25,0
2020-09-12,SAO SEBASTIAO DO ALTO,0,0
2020-09-12,SAPUCAIA,8,0
2020-09-12,SAQUAREMA,17,3
2020-09-12,TERESOPOLIS,43,1
2020-09-12,TRAJANO DE MORAES,0,0
2020-09-12,TRES RIOS,16,0
2020-09-12,VALENCA,31,1
2020-09-12,VASSOURAS,54,0
2020-09-12,VOLTA REDONDA,64,3
2020-09-13,ANGRA DOS REIS,0,0
2020-09-13,APERIBE,0,0
2020-09-13,ARARUAMA,6,1
2020-09-13,AREAL,0,0
2020-09-13,ARMACAO DOS BUZIOS,0,0
2020-09-13,BARRA DO PIRAI,4,0
2020-09-13,BARRA MANSA,18,0
2020-09-13,BELFORD ROXO,67,0
2020-09-13,BOM JESUS DO ITABAPOANA,27,1
2020-09-13,CAMBUCI,1,0
2020-09-13,CAMPOS DOS GOYTACAZES,150,2
2020-09-13,CARMO,0,0
2020-09-13,CONCEICAO DE MACABU,2,0
2020-09-13,CORDEIRO,4,0
2020-09-13,DUAS BARRAS,0,4
2020-09-13,DUQUE DE CAXIAS,54,2
2020-09-13,IGUABA GRANDE,0,0
2020-09-13,ITABORAI,2,0
2020-09-13,ITAOCARA,4,0
2020-09-13,MACAE,32,0
2020-09-13,MAGE,8,0
2020-09-13,MARICA,37,0
2020-09-13,MIGUEL PEREIRA,0,0
2020-09-13,NITEROI,55,1
2020-09-13,NOVA FRIBURGO,43,0
2020-09-13,NOVA IGUACU,6,1
2020-09-13,PARAIBA DO SUL,4,1
2020-09-13,PETROPOLIS,145,2
2020-09-13,PIRAI,0,0
2020-09-13,RIO BONITO,11,0
2020-09-13,RIO CLARO,4,0
2020-09-13,RIO DE JANEIRO,984,19
2020-09-13,SAO FIDELIS,10,0
2020-09-13,SAO GONCALO,63,0
2020-09-13,SAO JOAO DA BARRA,0,0
2020-09-13,SAO JOAO DE MERITI,25,0
2020-09-13,SAPUCAIA,8,0
2020-09-13,SAQUAREMA,17,5
2020-09-13,TERESOPOLIS,26,1
2020-09-13,TRAJANO DE MORAES,0,0
2020-09-13,TRES RIOS,20,0
2020-09-13,VALENCA,35,1
2020-09-13,VASSOURAS,56,0
2020-09-14,ANGRA DOS REIS,0,0
2020-09-14,APERIBE,0,0
2020-09-14,ARARUAMA,6,0
2020-09-14,AREAL,0,0
2020-09-14,ARMACAO DOS BUZIOS,0,0
2020-09-14,BARRA DO PIRAI,4,0
2020-09-14,BARRA MANSA,16,1
2020-09-14,BELFORD ROXO,69,0
2020-09-14,BOM JESUS DO ITABAPOANA,27,0
2020-09-14,CAMPOS DOS GOYTACAZES,131,3
2020-09-14,CARMO,0,1
2020-09-14,CONCEICAO DE MACABU,2,0
2020-09-14,CORDEIRO,4,0
2020-09-14,DUAS BARRAS,0,4
2020-09-14,DUQUE DE CAXIAS,55,3
2020-09-14,IGUABA GRANDE,0,0
2020-09-14,ITAOCARA,5,0
2020-09-14,ITAPERUNA,58,0
2020-09-14,ITATIAIA,0,0
2020-09-14,MACAE,33,1
2020-09-14,MAGE,10,0
2020-09-14,MARICA,35,1
2020-09-14,MESQUITA,0,0
2020-09-14,MIGUEL PEREIRA,0,0
2020-09-14,MIRACEMA,1,0
2020-09-14,NITEROI,54,2
2020-09-14,NOVA FRIBURGO,39,2
2020-09-14,NOVA IGUACU,5,1
2020-09-14,PARAIBA DO SUL,4,0
2020-09-14,PETROPOLIS,165,2
2020-09-14,PIRAI,0,0
2020-09-14,RESENDE,59,2
2020-09-14,RIO BONITO,11,0
2020-09-14,RIO CLARO,4,0
2020-09-14,RIO DE JANEIRO,1162,15
2020-09-14,SAO FIDELIS,10,0
2020-09-14,SAO GONCALO,41,1
2020-09-14,SAO JOAO DA BARRA,0,0
2020-09-14,SAO JOAO DE MERITI,71,0
2020-09-14,SAO SEBASTIAO DO ALTO,0,0
2020-09-14,SAPUCAIA,8,0
2020-09-14,SAQUAREMA,12,2
2020-09-14,TERESOPOLIS,43,3
2020-09-14,TRAJANO DE MORAES,0,0
2020-09-14,TRES RIOS,21,0
2020-09-14,VALENCA,30,0
2020-09-14,VASSOURAS,54,0
2020-09-14,VOLTA REDONDA,58,1
2020-09-15,ANGRA DOS REIS,0,0
2020-09-15,APERIBE,0,0
2020-09-15,ARARUAMA,6,0
2020-09-15,AREAL,0,0
2020-09-15,ARMACAO DOS BUZIOS,0,0
2020-09-15,BARRA DO PIRAI,5,0
2020-09-15,BARRA MANSA,18,0
2020-09-15,BELFORD ROXO,69,1
2020-09-15,BOM JESUS DO ITABAPOANA,27,1
2020-09-15,CAMBUCI,1,0
2020-09-15,CAMPOS DOS GOYTACAZES,110,0
2020-09-15,CARMO,0,0
2020-09-15,CONCEICAO DE MACABU,2,0
2020-09-15,CORDEIRO,6,0
2020-09-15,DUAS BARRAS,0,4
2020-09-15,DUQUE DE CAXIAS,56,2
2020-09-15,IGUABA GRANDE,0,0
2020-09-15,ITABORAI,0,1
2020-09-15,ITAOCARA,5,0
2020-09-15,ITAPERUNA,57,0
2020-09-15,ITATIAIA,1,0
2020-09-15,MACAE,32,1
2020-09-15,MAGE,14,3
2020-09-15,MARICA,34,2
2020-09-15,MENDES,0,0
2020-09-15,MIGUEL PEREIRA,0,0
2020-09-15,MIRACEMA,1,0
2020-09-15,NITEROI,54,2
2020-09-15,NOVA FRIBURGO,43,0
2020-09-15,NOVA IGUACU,6,1
2020-09-15,PARACAMBI,0,0
2020-09-15,PARAIBA DO SUL,8,0
2020-09-15,PETROPOLIS,179,3
2020-09-15,PIRAI,0,0
2020-09-15,RESENDE,65,1
2020-09-15,RIO BONITO,10,0
2020-09-15,RIO CLARO,4,0
2020-09-15,RIO DE JANEIRO,1160,32
2020-09-15,SANTO ANTONIO DE PADUA,0,1
2020-09-15,SAO FIDELIS,11,0
2020-09-15,SAO GONCALO,46,3
2020-09-15,SAO JOAO DA BARRA,0,0
2020-09-15,SAO JOAO DE MERITI,71,0
2020-09-15,SAO SEBASTIAO DO ALTO,0,1
2020-09-15,SAPUCAIA,8,0
2020-09-15,SAQUAREMA,17,0
2020-09-15,TERESOPOLIS,41,1
2020-09-15,TRAJANO DE MORAES,0,0
2020-09-15,TRES RIOS,20,0
2020-09-15,VALENCA,32,0
2020-09-15,VASSOURAS,56,1
2020-09-15,VOLTA REDONDA,48,3
2020-09-16,ANGRA DOS REIS,0,0
2020-09-16,APERIBE,0,0
2020-09-16,ARARUAMA,4,0
2020-09-16,AREAL,0,0
2020-09-16,ARMACAO DOS BUZIOS,0,0
2020-09-16,BARRA DO PIRAI,4,0
2020-09-16,BARRA MANSA,17,2
2020-09-16,BELFORD ROXO,68,1
2020-09-16,BOM JESUS DO ITABAPOANA,27,1
2020-09-16,CAMPOS DOS GOYTACAZES,139,1
2020-09-16,CARMO,0,1
2020-09-16,CONCEICAO DE MACABU,2,0
2020-09-16,CORDEIRO,5,1
2020-09-16,DUAS BARRAS,0,4
2020-09-16,DUQUE DE CAXIAS,53,4
2020-09-16,IGUABA GRANDE,3,0
2020-09-16,ITABORAI,1,0
2020-09-16,ITAOCARA,8,0
2020-09-16,ITAPERUNA,55,0
2020-09-16,ITATIAIA,1,0
2020-09-16,MACAE,35,0
2020-09-16,MAGE,8,1
2020-09-16,MARICA,35,0
2020-09-16,MESQUITA,0,0
2020-09-16,MIGUEL PEREIRA,0,0
2020-09-16,MIRACEMA,1,0
2020-09-16,NITEROI,51,2
2020-09-16,NOVA FRIBURGO,44,0
2020-09-16,NOVA IGUACU,7,0
2020-09-16,PARAIBA DO SUL,8,0
2020-09-16,PETROPOLIS,91,2
2020-09-16,PIRAI,0,0
2020-09-16,RESENDE,66,0
2020-09-16,RIO BONITO,9,0
2020-09-16,RIO CLARO,5,0
2020-09-16,RIO DE JANEIRO,1136,21
2020-09-16,SAO FIDELIS,13,0
2020-09-16,SAO GONCALO,46,2
2020-09-16,SAO JOAO DA BARRA,3,0
2020-09-16,SAO JOAO DE MERITI,73,0
2020-09-16,SAO SEBASTIAO DO ALTO,0,0
2020-09-16,SAPUCAIA,8,0
2020-09-16,SAQUAREMA,7,0
2020-09-16,TERESOPOLIS,42,0
2020-09-16,TRAJANO DE MORAES,0,0
2020-09-16,TRES RIOS,32,0
2020-09-16,VALENCA,34,0
2020-09-16,VASSOURAS,42,1
2020-09-16,VOLTA REDONDA,38,3
2020-09-17,ANGRA DOS REIS,0,0
2020-09-17,APERIBE,0,0
2020-09-17,ARARUAMA,4,0
2020-09-17,AREAL,0,0
2020-09-17,ARMACAO DOS BUZIOS,0,0
2020-09-17,BARRA DO PIRAI,3,0
2020-09-17,BARRA MANSA,17,2
2020-09-17,BELFORD ROXO,76,2
2020-09-17,BOM JESUS DO ITABAPOANA,27,1
2020-09-17,CAMBUCI,0,0
2020-09-17,CAMPOS DOS GOYTACAZES,137,2
2020-09-17,CARMO,0,0
2020-09-17,CONCEICAO DE MACABU,3,0
2020-09-17,CORDEIRO,5,0
2020-09-17,DUAS BARRAS,0,4
2020-09-17,DUQUE DE CAXIAS,53,2
2020-09-17,IGUABA GRANDE,4,0
2020-09-17,ITABORAI,1,0
2020-09-17,ITAOCARA,7,0
2020-09-17,ITAPERUNA,52,1
2020-09-17,MACAE,35,0
2020-09-17,MAGE,9,0
2020-09-17,MARICA,36,2
2020-09-17,MIGUEL PEREIRA,0,0
2020-09-17,MIRACEMA,2,0
2020-09-17,NITEROI,46,0
2020-09-17,NOVA FRIBURGO,50,1
2020-09-17,NOVA IGUACU,6,3
2020-09-17,PARACAMBI,0,0
2020-09-17,PARAIBA DO SUL,14,0
2020-09-17,PETROPOLIS,180,0
2020-09-17,PIRAI,0,0
2020-09-17,RESENDE,64,0
2020-09-17,RIO BONITO,9,0
2020-09-17,RIO CLARO,5,0
2020-09-17,RIO DE JANEIRO,1126,28
2020-09-17,SAO FIDELIS,15,0
2020-09-17,SAO GONCALO,58,1
2020-09-17,SAO JOAO DA BARRA,2,0
2020-09-17,SAO JOAO DE MERITI,70,2
2020-09-17,SAO SEBASTIAO DO ALTO,0,0
2020-09-17,SAPUCAIA,8,0
2020-09-17,SAQUAREMA,13,2
2020-09-17,TERESOPOLIS,40,1
2020-09-17,TRAJANO DE MORAES,0,0
2020-09-17,TRES RIOS,29,0
2020-09-17,VALENCA,32,1
2020-09-17,VASSOURAS,45,0
2020-09-17,VOLTA REDONDA,42,2
2020-09-18,ANGRA DOS REIS,0,0
2020-09-18,APERIBE,0,0
2020-09-18,ARARUAMA,4,0
2020-09-18,AREAL,0,0
2020-09-18,ARMACAO DOS BUZIOS,0,0
